,Production company,Wikipedia movie ID
2175,Columbia Pictures,673469
2176,Gordon Company,433824
2177,Filmation,4832313
2178,Metro-Goldwyn-Mayer,18577105
2179,Institute for the Intellectual Development of Children and Young Adults,1886189
2180,,9963622
2181,,9709480
2182,,6715354
2183,National Film Board of Canada,2436322
2184,TriStar Pictures,2099242
2185,Filmirage,2786477
2186,Carolco Pictures,851800
2187,20th Century Studios,620034
2188,Orion Pictures,1330220
2189,New Line Cinema,2323962
2190,New Line Cinema,2323962
2191,Les films du losange,5291313
2192,,10423516
2193,Castle Rock Entertainment,7873210
2194,Touchstone Pictures,12781074
2195,Paramount Pictures,737801
2196,Touchstone Pictures,2856978
2197,,1189804
2198,Toei Animation,1410384
2199,Jack Rollins & Charles H. Joffe Productions,473212
2200,Imagine Entertainment,997939
2201,Universal Pictures,1452377
2202,,1012580
2203,Tig Productions,129585
2204,,4299478
2205,,19671399
2206,Walt Disney Animation Studios,238004
2207,Paramount Pictures,129644
2208,,3493786
2209,BBC Film,1809458
2210,,1862671
2211,Orion Pictures,2110936
2212,Cannon,6653265
2213,,10086955
2214,,12013209
2215,Universal Pictures,4162938
2216,United Artists Corporation,153435
2217,Amblin Entertainment,1323106
2218,Morgan Creek Entertainment,1126777
2219,,1834015
2220,In-Gear Film Production Co.,430419
2221,Metro-Goldwyn-Mayer,4503816
2222,Walt Disney Animation Studios,133462
2223,Studio Ghibli,637870
2224,,1996624
2225,Largo Entertainment,483274
2226,Canal+,1228330
2227,Universal Pictures,7223973
2228,Carolco Pictures,34344124
2229,,2492941
2230,Ariane Films,463519
2231,Amblin Entertainment,443972
2232,,78425
2233,Walt Disney Pictures,1018216
2234,Imagine Entertainment,2372967
2235,Warner Bros.,2331371
2236,Morgan Creek Entertainment,261402
2237,Morgan Creek Entertainment,261402
2238,Columbia Pictures,171051
2239,Island World,30873996
2240,Paramount Pictures,924771
2241,,503562
2242,Canal+,733176
2243,,2610420
2244,Working Title Films,320401
2245,,1586802
2246,,2014023
2247,Universal Pictures,1456329
2248,Metro-Goldwyn-Mayer,3152882
2249,,2269393
2250,,4420919
2251,,2509881
2252,Working Title Films,5608065
2253,,11570146
2254,Touchstone Pictures,946305
2255,TriStar Pictures,100274
2256,20th Century Studios,1048388
2257,Paramount Pictures,161190
2258,Paramount Pictures,26742350
2259,Walt Disney Pictures,5807082
2260,The Geffen Film Company,706878
2261,Metro-Goldwyn-Mayer,3528982
2262,The Geffen Film Company,2304640
2263,Carolco Pictures,1034719
2264,,1255434
2265,,15770250
2266,Silver Pictures,695266
2267,Propaganda Films,5461236
2268,Imagine Entertainment,673407
2269,Gaumont Film Company,3329045
2270,Columbia Pictures,155997
2271,,2777580
2272,20th Century Studios,1625009
2273,Toei Animation,2138941
2274,,17477511
2275,Paramount Pictures,2354228
2276,,1828138
2277,,2467316
2278,,3032738
2279,Regency Enterprises,39311
2280,Castle Rock Entertainment,352455
2281,Parallax Pictures,5496726
2282,Paramount Pictures,1769515
2283,New Line Cinema,605198
2284,Walt Disney Studios Motion Pictures,2623071
2285,Amblin Entertainment,171026
2286,Medusa Film,5049873
2287,Warner Bros.,31908
2288,Paramount Pictures,4440305
2289,,31441995
2290,,24813968
2291,,12816598
2292,Producers Sales Organization,2311212
2293,Warner Bros.,584713
2294,Beacon Pictures,5303308
2295,,13137113
2296,Warner Bros.,686066
2297,Imagine Entertainment,592766
2298,Artisan Entertainment,297111
2299,Walt Disney Pictures,73170
2300,Brandywine Productions,213251
2301,Great Oaks Productions,294998
2302,,2000074
2303,Castle Rock Entertainment,20691749
2304,Penny Marshall,543433
2305,20th Century Studios,4231
2306,Paramount Pictures,910628
2307,PolyGram Filmed Entertainment,4728
2308,,2881616
2309,Touchstone Pictures,920468
2310,Raimi Pictures,3217
2311,The Jim Henson Company,1131832
2312,FAI Films,2108776
2313,Baltimore Pictures,492540
2314,,3910144
2315,Universal Pictures,105972
2316,Lenfilm,917665
2317,Columbia Pictures,326446
2318,20th Century Studios,324616
2319,Miramax,782794
2320,Miramax,770300
2321,Merchant Ivory Productions,133622
2322,Ciby 2000,245515
2323,Miramax,27736078
2324,Universal Pictures,23998259
2325,,2632500
2326,20th Century Studios,18162993
2327,Walt Disney Pictures,944471
2328,Hollywood Pictures,3952475
2329,Studio Ghibli,171160
2330,,9362866
2331,,358263
2332,Universal Pictures,133648
2333,,183619
2334,WingNut Films,142588
2335,40 Acres & A Mule Filmworks,300972
2336,,1967834
2337,Carolco Pictures,171058
2338,Interscope Communications,1679183
2339,Paramount Pictures,3488543
2340,,15142854
2341,TriStar Pictures,890407
2342,Carolco Pictures,481649
2343,American Zoetrope,337740
2344,New Line Cinema,3175656
2345,Columbia Pictures,1175762
2346,TriStar Pictures,1256990
2347,New Line Cinema,672934
2348,Imagine Entertainment,1961084
2349,,5490152
2350,,10234554
2351,Universal Pictures,1252047
2352,Toei Animation,1315063
2353,,6286627
2354,Warner Bros.,577663
2355,Dimension Films,3745331
2356,Film Workshop,2533693
2357,Malpaso Productions,133574
2358,,2648352
2359,Morgan Creek Entertainment,1428048
2360,,2337131
2361,Turner Entertainment,1377041
2362,Paramount Pictures,577618
2363,Paramount Pictures,577618
2364,Imagine Entertainment,2010889
2365,Canal+,846354
2366,New Line Cinema,2509885
2367,Paramount Pictures,3319694
2368,Hollywood Pictures,1596589
2369,Tig Productions,412476
2370,Artisan Entertainment,7963945
2371,Interscope Communications,1037120
2372,Warner Bros.,1673495
2373,Miramax,542202
2374,Warner Bros.,2202963
2375,,267597
2376,Universal Pictures,705925
2377,Northern Lights Entertainment,348994
2378,Columbia Pictures,142327
2379,Silver Pictures,548669
2380,20th Century Studios,348737
2381,,209549
2382,TriStar Pictures,226198
2383,Studio Ghibli,1974799
2384,Walt Disney Pictures,1962219
2385,Hollywood Pictures,1439951
2386,TriStar Pictures,1228941
2387,,2880294
2388,,503573
2389,Island World,2068890
2390,Fandango,1475272
2391,Eurimages,154635
2392,,556241
2393,Walt Disney Pictures,1428132
2394,,77460
2395,Good Machine,573304
2396,Walt Disney Pictures,1212256
2397,Warner Bros.,693325
2398,American Zoetrope,1136182
2399,Paramount Pictures,876872
2400,Touchstone Pictures,949131
2401,,3301903
2402,,8295055
2403,New Line Cinema,7766704
2404,Metro-Goldwyn-Mayer,2046735
2405,Richard Williams Productions,30872649
2406,,6868089
2407,Jan Chapman Productions,133688
2408,Hanna-Barbera,2611302
2409,Touchstone Pictures,403227
2410,,748895
2411,,1682871
2412,Warner Bros.,1822067
2413,Hollywood Pictures,5527808
2414,Columbia Pictures,5836236
2415,Universal Pictures,4511738
2416,Cinergi Pictures,525113
2417,,573912
2418,Carolco Pictures,746845
2419,Metro-Goldwyn-Mayer,2991187
2420,,2533372
2421,Thin Man Films,1705391
2422,,26456639
2423,20th Century Studios,1853921
2424,Sonar Entertainment,25298252
2425,Avenging Conscience,527414
2426,Dor Film,31251203
2427,Nintendo,210860
2428,Paramount Pictures,1812216
2429,Warner Bros. Family Entertainment,311765
2430,Turner Entertainment,1236122
2431,Touchstone Pictures,20117565
2432,Universal Subscription,647756
2433,Orion Pictures,1940449
2434,Constantin Film,7489581
2435,,676038
2436,Warner Bros.,5735467
2437,20th Century Studios,1840870
2438,Hollywood Pictures,2384482
2439,,2711882
2440,TriStar Pictures,468293
2441,Paramount Pictures,11059900
2442,20th Century Studios,1416397
2443,Miramax,204774
2444,Davis Films,441315
2445,,6215998
2446,,16676697
2447,,2277073
2448,Showtime Networks,2155510
2449,Warner Bros.,5123756
2450,Malpaso Productions,3555900
2451,Paramount Pictures,864183
2452,Castle Rock Entertainment,676054
2453,Ciby 2000,4525379
2454,Columbia Pictures,1962192
2455,Icon Productions,2682100
2456,,8554522
2457,Regency Enterprises,18698236
2458,BBC Film,1615355
2459,ITC Entertainment,1032688
2460,Columbia Pictures,675832
2461,Raimi Pictures,1631497
2462,Trimark Pictures,1688077
2463,Hollywood Pictures,664006
2464,StudioCanal,568034
2465,StudioCanal,568034
2466,TriStar Pictures,212671
2467,Warner Bros.,1934018
2468,A Band Apart,54173
2469,Walt Disney Animation Studios,88678
2470,The Geffen Film Company,3239688
2471,Studio Ghibli,367616
2472,Columbia Pictures,30625
2473,20th Century Studios,99123
2474,Warner Bros.,336808
2475,View Askew Productions,200694
2476,,3473059
2477,WingNut Films,163894
2478,,2080306
2479,Universal Pictures,1493527
2480,Paramount Pictures,41528
2481,Jersey Group,350847
2482,Carolco Pictures,28327
2483,Columbia Pictures,781758
2484,Outlaw Productions,144415
2485,Disney Television Animation,358684
2486,20th Century Studios,1266489
2487,Caravan Pictures,2949827
2488,Lightstorm Entertainment,68374
2489,Lightstorm Entertainment,68374
2490,Regency Enterprises,13087370
2491,,2827852
2492,,4607159
2493,Gaumont Film Company,40672
2494,20th Century Studios,690131
2495,Killer Films,6721185
2496,Paramount Pictures,1867173
2497,Paramount Pictures,1138104
2498,Warner Bros.,6043918
2499,Touchstone Pictures,528464
2500,,881249
2501,,12698154
2502,40 Acres & A Mule Filmworks,2084045
2503,Universal Pictures,5991505
2504,BBC Film,1856550
2505,,4924882
2506,Orion Pictures,770348
2507,First Look Studios,36291706
2508,Silver Pictures,170858
2509,,664496
2510,,15467438
2511,,6439404
2512,,2430462
2513,,25161531
2514,PolyGram Filmed Entertainment,482882
2515,Capcom,1269138
2516,,748902
2517,Warner Bros.,2337370
2518,Dimension Films,406339
2519,New Line Cinema,19337214
2520,A. Film A/S,3956788
2521,Jet Tone Films,213471
2522,Beacon Pictures,15516110
2523,France 3,155271
2524,,2179507
2525,Paramount Pictures,27079
2526,,5227029
2527,New Line Cinema,1485962
2528,A. Film A/S,9210380
2529,Bedford Falls Productions,654530
2530,,25751187
2531,,932171
2532,Hollywood Pictures,142412
2533,Cinergi Pictures,2569417
2534,New Line Cinema,343684
2535,,26408975
2536,Island World,924835
2537,Regency Enterprises,21180
2538,Amblin Entertainment,1210091
2539,,31845509
2540,PolyGram Filmed Entertainment,11223
2541,,294520
2542,Warner Bros.,7764230
2543,,14107883
2544,Walt Disney Pictures,3070954
2545,Fine Line Features,8615612
2546,Paramount Pictures,2332911
2547,TriStar Pictures,2997355
2548,Orange Sky Golden Harvest,2687974
2549,,17831962
2550,,12185621
2551,,858597
2552,,1006385
2553,20th Century Studios,20700559
2554,Paramount Pictures,1617626
2555,Columbia Pictures,657809
2556,Ciby 2000,33146132
2557,Artisan Entertainment,19440655
2558,Touchstone Pictures,307604
2559,Touchstone Pictures,728946
2560,,4340438
2561,Don Simpson,1260445
2562,,3325355
2563,PolyGram Filmed Entertainment,167857
2564,New Line Cinema,206818
2565,Pixar,53085
2566,Amblin Entertainment,21132353
2567,,733927
2568,Cinergi Pictures,357473
2569,Regency Enterprises,905906
2570,Universal Pictures,736222
2571,The Ladd Company,4560
2572,Walt Disney Pictures,399433
2573,Columbia Pictures,142426
2574,Studio Ghibli,25382451
2575,View Askew Productions,236651
2576,Carolco Pictures,93760
2577,,9415710
2578,Amblin Entertainment,1732142
2579,Lightstorm Entertainment,1339563
2580,Paramount Pictures,105872
2581,New Line Cinema,2045991
2582,,17998525
2583,,4936733
2584,Threshold Entertainment,983044
2585,,2298338
2586,A Band Apart,554858
2587,PolyGram Filmed Entertainment,4730
2588,Amblin Entertainment,1487971
2589,Amblin Entertainment,1487971
2590,Hollywood Pictures,226202
2591,Regency Enterprises,43566
2592,Walt Disney Pictures,358688
2593,PolyGram Filmed Entertainment,50486
2594,Disneytoon Studios,155785
2595,,10037860
2596,Baltimore Pictures,3343617
2597,Paramount Pictures,1356982
2598,Imagine Entertainment,142417
2599,StudioCanal,806082
2600,Regency Enterprises,3154773
2601,Amblin Entertainment,873029
2602,Universal Pictures,695780
2603,Hollywood Pictures,1476567
2604,Davis Entertainment,637256
2605,Killer Films,2021218
2606,Castle Rock Entertainment,10811554
2607,Dan Films,12544749
2608,Dog Eat Dog Films,679577
2609,,3370462
2610,Orange Sky Golden Harvest,165990
2611,Universal Pictures,30575
2612,Columbia Pictures,306195
2613,New Line Cinema,1282593
2614,,8601568
2615,BBC Film,3640544
2616,Metro-Goldwyn-Mayer,21015273
2617,,624433
2618,20th Century Studios,703807
2619,Castle Rock Entertainment,258732
2620,Interscope Communications,3700174
2621,Les Productions Lazennec,497081
2622,Castle Rock Entertainment,805053
2623,Metro-Goldwyn-Mayer,689763
2624,TriStar Pictures,740824
2625,Silver Pictures,3300211
2626,,424829
2627,Ciby 2000,189776
2628,The Kennedy/Marshall Company,961437
2629,Paramount Pictures,3077087
2630,Castle Rock Entertainment,650540
2631,,21081563
2632,TriStar Pictures,4306224
2633,,472652
2634,Toei Animation,1955275
2635,Warner Bros.,537416
2636,Yash Raj Films,274258
2637,Miramax,615418
2638,Hollywood Pictures,692670
2639,Zucker Brothers Productions,1179416
2640,Columbia Pictures,695435
2641,Eon Productions,268833
2642,Castle Rock Entertainment,5920233
2643,Columbia Pictures,639796
2644,,101384
2645,,15930137
2646,Kennedy Miller Mitchell,142421
2647,,2708736
2648,,1721255
2649,,11645273
2650,Paramount Pictures,1881878
2651,PolyGram Filmed Entertainment,1915220
2652,,4289049
2653,New Line Cinema,169788
2654,Paramount Pictures,817516
2655,Cinergi Pictures,2408918
2656,TriStar Pictures,5787130
2657,PolyGram Filmed Entertainment,6707631
2658,New Line Cinema,3182907
2659,,803786
2660,Walt Disney Pictures,958920
2661,,54160
2662,Caravan Pictures,1039561
2663,Miramax,1076211
2664,20th Century Studios,972970
2665,,4446490
2666,United Artists Corporation,701781
2667,,3863333
2668,Universal Pictures,1553207
2669,Island Records,1756460
2670,Interscope Communications,171076
2671,Don Simpson,673613
2672,,1934035
2673,Carolco Pictures,649120
2674,Don Simpson,1317604
2675,Canal+,4637428
2676,Miramax,2648735
2677,Hollywood Pictures,2043990
2678,Film4 Productions,105434
2679,,249838
2680,Jersey Films,675935
2681,20th Century Studios,524813
2682,Northern Lights Entertainment,265033
2683,Centropolis Entertainment,52389
2684,Paramount Pictures,724258
2685,A Band Apart,447299
2686,Brillstein Entertainment Partners,885776
2687,Universal Pictures,2116383
2688,,643850
2689,Dimension Films,113549
2690,,5698250
2691,Nickelodeon Movies,9366011
2692,,1788713
2693,Paramount Pictures,2018921
2694,BBC,435566
2695,C-Hundred Film Corporation,10508900
2696,Rysher Entertainment,903297
2697,The Kushner-Locke Company,854942
2698,New Line Cinema,690042
2699,,7444251
2700,Castle Rock Entertainment,101398
2701,,234827
2702,The Jim Henson Company,1458752
2703,Columbia Pictures,86533
2704,Paramount Pictures,699609
2705,Columbia Pictures,66841
2706,Walt Disney Pictures,179326
2707,Walt Disney Pictures,5207131
2708,Amblin Entertainment,303933
2709,20th Century Studios,1244836
2710,,30306989
2711,Castle Rock Entertainment,18943833
2712,PolyGram Filmed Entertainment,142430
2713,Hollywood Pictures,2899225
2714,Claussen & Wöbke Filmproduktion,12259086
2715,New Line Cinema,682257
2716,,6004372
2717,,2654649
2718,Miramax,101954
2719,Castle Rock Entertainment,3123636
2720,Phoenix Pictures,3105139
2721,,3507235
2722,Clavius Base,102026
2723,Film4 Productions,1265864
2724,Film4 Productions,4532642
2725,Miramax,42222
2726,Paramount Pictures,27097
2727,Warner Bros.,67427
2728,Trinity,629072
2729,,1677820
2730,Universal Pictures,768808
2731,,748923
2732,Motion Picture Corporation of America,1848081
2733,,453907
2734,Walt Disney Pictures,745100
2735,20th Century Studios,202652
2736,Universal Pictures,594295
2737,,7629716
2738,Warner Bros.,3565461
2739,Mandalay Entertainment,2448816
2740,Touchstone Pictures,7517898
2741,Dacia films,326124
2742,Paramount Pictures,2192765
2743,,706370
2744,20th Century Studios,1487312
2745,New Line Cinema,2810331
2746,Metro-Goldwyn-Mayer,239589
2747,Dimension Films,3745404
2748,Columbia Pictures,1108697
2749,Independent Pictures,344978
2750,Paramount Pictures,1528430
2751,Crave,2077360
2752,Film4 Productions,34043061
2753,,3524152
2754,Castle Rock Entertainment,706860
2755,Searchlight Pictures,1822878
2756,Miramax,904450
2757,,10958736
2758,Turner Entertainment,3143504
2759,,1222561
2760,,24828564
2761,Warner Bros.,479457
2762,BBC Film,11823946
2763,Focus Features,612656
2764,PolyGram Filmed Entertainment,725103
2765,Hollywood Pictures,2651130
2766,American Zoetrope,692772
2767,Paramount Pictures,1055466
2768,Universal Subscription,2490812
2769,20th Century Studios,1494750
2770,Gracie Films,142435
2771,Sega,558882
2772,New Line Cinema,2991530
2773,Metro-Goldwyn-Mayer,1526194
2774,Warner Bros.,226562
2775,,7513196
2776,Scott Rudin Productions,4470790
2777,Davis Entertainment,914988
2778,PolyGram Filmed Entertainment,4506211
2779,Warner Bros.,26609228
2780,Paramount Pictures,5235481
2781,Davis Entertainment,235288
2782,Robert Simonds Productions,400797
2783,New Line Cinema,151465
2784,Gaumont Film Company,143809
2785,Universal Pictures,3911312
2786,Regency Enterprises,2709182
2787,Columbia Pictures,42886
2788,Amblin Entertainment,167599
2789,Touchstone Pictures,203841
2790,Brandywine Productions,213246
2791,Warner Bros.,144161
2792,Studio Ghibli,24653
2793,Capitol Films,1191380
2794,20th Century Studios,52371
2795,Universal Pictures,410036
2796,Imagine Entertainment,657446
2797,Walt Disney Pictures,1344253
2798,Caravan Pictures,706803
2799,Touchstone Pictures,559847
2800,Melampo Cinematografica,142463
2801,A Band Apart,142456
2802,,7570243
2803,Paramount Pictures,29320113
2804,Walt Disney Pictures,165289
2805,Touchstone Pictures,201553
2806,Cineplex Odeon Films,376485
2807,Warner Bros.,422269
2808,Thin Man Films,3033392
2809,Gracie Films,142447
2810,Caravan Pictures,1533664
2811,Walt Disney Pictures,1250208
2812,Universal Pictures,2262672
2813,Beacon Pictures,238810
2814,,1210579
2815,Morgan Creek Entertainment,5703641
2816,Österreichischer Rundfunk,3870912
2817,Jerry Zucker,277148
2818,20th Century Studios,284752
2819,Walt Disney Pictures,1204611
2820,Nickelodeon Movies,230536
2821,Icon Productions,4362030
2822,,330
2823,Ciby 2000,1873693
2824,Universal Pictures,222534
2825,Working Dog Productions,20181767
2826,Goldcrest Films,972816
2827,A Band Apart,394792
2828,Regency Enterprises,142457
2829,New Line Cinema,452017
2830,20th Century Studios,545187
2831,View Askew Productions,60293
2832,,4299492
2833,,9362631
2834,Warner Bros.,2255067
2835,Warner Bros.,275547
2836,Universal Pictures,704063
2837,,184987
2838,Saban Entertainment,1594408
2839,New Line Cinema,1397876
2840,Paramount Pictures,1164579
2841,,399725
2842,,8055027
2843,New Line Cinema,485540
2844,Ciby 2000,204839
2845,Canal+,1702672
2846,Film4 Productions,9313886
2847,Walt Disney Pictures,3448890
2848,,23624423
2849,,23624423
2850,DreamWorks,710094
2851,Alliance Atlantis,463396
2852,,4403025
2853,Craven-Maddalena Films,600320
2854,Mandalay Entertainment,255049
2855,,13161775
2856,Universal Pictures,666923
2857,Warner Bros.,4032619
2858,,6241436
2859,Paramount Pictures,648921
2860,20th Century Studios,1073955
2861,,8270869
2862,,1727511
2863,,34975699
2864,,2711926
2865,Lionsgate UK,679636
2866,,2121431
2867,Film4 Productions,142453
2868,Kadokawa Pictures,2359777
2869,Film4 Productions,915192
2870,Mandalay Entertainment,1995696
2871,Mandalay Entertainment,9796711
2872,Propaganda Films,737840
2873,Fine Line Features,1176717
2874,Miramax,1045986
2875,Pathé,1988806
2876,Columbia Pictures,703970
2877,,143483
2878,Eon Productions,317647
2879,Great Oaks Productions,695249
2880,Warner Bros.,2101749
2881,,916576
2882,Working Title Films,12149364
2883,HBO Films,418110
2884,,1223386
2885,Regency Enterprises,159447
2886,New Line Cinema,471544
2887,DreamWorks,286544
2888,Walt Disney Pictures,55720
2889,Paramount Pictures,232711
2890,Flower Films,816862
2891,20th Century Studios,142465
2892,Rysher Entertainment,1204925
2893,Touchstone Pictures,407351
2894,Warner Bros.,1307241
2895,Paramount Pictures,64004
2896,Working Title Films,29782
2897,Rhino Entertainment Company,5842075
2898,Newmarket Capital Group,580960
2899,Dimension Films,308430
2900,Flower Films,454655
2901,Miramax,2193494
2902,,288360
2903,Touchstone Pictures,52390
2904,October Films,1441031
2905,Dimension Films,11922721
2906,Arts Council England,5581958
2907,New Line Cinema,214783
2908,Focus Features,865561
2909,Memfis Film,11585
2910,Miramax,686213
2911,Paramount Pictures,157239
2912,Sony Pictures,705756
2913,Touchstone Pictures,365039
2914,Metro-Goldwyn-Mayer Animation,2730049
2915,Les Productions Bagheera,3375262
2916,Village Roadshow Pictures,89445
2917,New Line Cinema,450634
2918,United Artists Corporation,5169996
2919,Amblin Entertainment,28269
2920,Walt Disney Pictures,2236329
2921,1492 Pictures,1632580
2922,New Line Cinema,489800
2923,Miramax,923759
2924,DreamWorks Animation,465470
2925,Summit Entertainment,210151
2926,PolyGram Filmed Entertainment,6856644
2927,New Line Cinema,1884712
2928,Universal Pictures,88075
2929,Warner Bros. Cartoons,1285796
2930,Madhouse,298566
2931,Ten Thirteen Productions,1078863
2932,PolyGram Filmed Entertainment,142461
2933,X-Filme Creative Pool,462764
2934,Centropolis Entertainment,1190931
2935,Universal Pictures,506119
2936,Distant Horizons,2666318
2937,Universal Pictures,10286355
2938,Zentropa,1044981
2939,New Line Cinema,171562
2940,,18164108
2941,20th Century Studios,1549991
2942,Nimbus Film,1573381
2943,Universal Pictures,171939
2944,Killer Films,15749099
2945,,183358
2946,,4328223
2947,Warner Bros. Animation,2081791
2948,Miramax,1469880
2949,Orange Sky Golden Harvest,1838882
2950,The Walt Disney Company,307553
2951,Universal Pictures,689980
2952,Universal Pictures,19878320
2953,Metro-Goldwyn-Mayer,2005355
2954,Sony Pictures,975913
2955,Miramax,1653423
2956,Castle Rock Entertainment,2995062
2957,Harpo Productions,694405
2958,Metro-Goldwyn-Mayer,704406
2959,,1223479
2960,,28831013
2961,,3146380
2962,New Line Cinema's House of Horror,30865068
2963,Original Film,935847
2964,Kadokawa Shoten,180785
2965,Spyglass Media Group,957928
2966,Mandalay Entertainment,423372
2967,,1031231
2968,Warner Bros.,633411
2969,,3731182
2970,Scott Free Productions,684771
2971,Gaumont Film Company,2618174
2972,Regency Enterprises,159171
2973,FilmColony,15120787
2974,Syncopy Inc.,23011287
2975,Universal Pictures,1231877
2976,Nickelodeon Movies,1507610
2977,Mandalay Entertainment,657797
2978,Dharma Productions,664402
2979,,1799076
2980,United Artists Corporation,163438
2981,,4410999
2982,Touchstone Pictures,340276
2983,Canadian Broadcasting Corporation,2053414
2984,Paramount Pictures,1556078
2985,Argentina Sono Film S.A.C.I.,5600651
2986,,891829
2987,Art Linson,9022958
2988,Universal Pictures,716738
2989,Parallax Pictures,1430058
2990,Silver Pictures,695283
2991,Warner Bros.,189088
2992,DreamWorks Animation,206845
2993,France 3,2772933
2994,Interscope Communications,689611
2995,Regency Enterprises,2952395
2996,Walt Disney Pictures,4345625
2997,,4541896
2998,,11524361
2999,Propaganda Films,3273263
3000,BBC,2039953
3001,,6439718
3002,,1844371
3003,,413207
3004,New Line Cinema,241603
3005,Village Roadshow Pictures,143812
3006,20th Century Studios,95953
3007,Village Roadshow Pictures,30007
3008,DreamWorks,44122
3009,Pixar,335298
3010,American Zoetrope,55601
3011,,1364770
3012,Columbia Pictures,708479
3013,Regency Enterprises,1009041
3014,,471352
3015,Columbia Pictures,3383952
3016,,3583342
3017,El Deseo,61664
3018,Touchstone Pictures,398934
3019,Lucasfilm,50793
3020,Spyglass Media Group,30582
3021,Boje Buck Produktion,2870583
3022,TriBeCa Productions,3182015
3023,Franchise Pictures,517376
3024,Franchise Pictures,517376
3025,View Askew Productions,98991
3026,Warner Bros.,9979
3027,Touchstone Pictures,6954370
3028,,585172
3029,Warner Bros.,842825
3030,Propaganda Films,349941
3031,DreamWorks,13149
3032,Bandai Visual,748937
3033,Walt Disney Pictures,1749093
3034,Warner Bros.,244610
3035,20th Century Studios,473253
3036,"OLM, Inc.",2460704
3037,Columbia Pictures,2394008
3038,,449790
3039,,871658
3040,Columbia Pictures,1128651
3041,20th Century Studios,42224
3042,,3827883
3043,Paramount Pictures,232795
3044,,625714
3045,New Line Cinema,231829
3046,,963023
3047,Original Film,93559
3048,,5467622
3049,,2435211
3050,Davis Films,16958933
3051,Miramax,286850
3052,Alphaville,253828
3053,,4095638
3054,Universal Pictures,3296177
3055,Haxan Films,18841979
3056,Touchstone Pictures,89818
3057,Warner Bros.,945029
3058,20th Century Studios,2080169
3059,PolyGram Filmed Entertainment,204019
3060,Paramount Pictures,1880706
3061,United Artists Corporation,2310825
3062,Warner Bros.,946164
3063,,1944344
3064,Miramax,2804661
3065,,26147476
3066,,1231856
3067,Paramount Pictures,536009
3068,Universal Pictures,295757
3069,October Films,1052246
3070,Sonar Entertainment,6010264
3071,,1188832
3072,,8966172
3073,Heyday Films,874208
3074,Digital Anvil,707151
3075,Jim Henson Pictures,1458772
3076,DreamWorks,956598
3077,Dimension Films,781219
3078,Phoenix Pictures,21200382
3079,Canadian Television Fund,296252
3080,Walt Disney Television,13407460
3081,New Line Cinema,2210682
3082,Film4 Productions,31351
3083,20th Century Studios,2727959
3084,Imagine Entertainment,644845
3085,HAL Films,6143174
3086,Village Roadshow Pictures,692682
3087,Good Machine,331860
3088,Pathé,415881
3089,,20344446
3090,Imagine Entertainment,1409665
3091,Medusa Film,947450
3092,Sputnik,18844830
3093,,2610020
3094,,587265
3095,Touchstone Pictures,171568
3096,Troma Entertainment,5202670
3097,,2302549
3098,Canal+,417891
3099,MTV Films,677920
3100,,171588
3101,,16087926
3102,Eon Productions,166121
3103,Walt Disney Pictures,507679
3104,1492 Pictures,4288473
3105,Tig Productions,2115510
3106,Sveriges Television,32274453
3107,Happy Madison Productions,1735236
3108,United Artists Corporation,2367161
3109,Film4 Productions,1267998
3110,Columbia Pictures,12978934
3111,Metro-Goldwyn-Mayer,1167483
3112,20th Century Studios,593184
3113,,3520792
3114,,2215047
3115,Paramount Pictures,818002
3116,,689549
3117,HBO Films,6603826
3118,Village Roadshow Pictures,1086550
3119,,19484996
3120,Universal Pictures,1110047
3121,Lakeshore Village Entertainment,1908729
3122,Warner Bros. Home Entertainment,2053380
3123,Columbia Pictures,2772250
3124,,2867481
3125,Warner Bros.,222500
3126,Jack Giarraputo Productions,501340
3127,DreamWorks,3828251
3128,Warner Bros.,1494502
3129,Newmarket Films,2750041
3130,Lionsgate,4846576
3131,Columbia Pictures,1332901
3132,Spyglass Media Group,1403888
3133,20th Century Studios,19479460
3134,Columbia Pictures,1695219
3135,Spyglass Media Group,213149
3136,Alcon Entertainment,1389153
3137,Morgan Creek Entertainment,6446995
3138,,1378672
3139,Interscope Communications,488484
3140,,5496661
3141,,3975940
3142,,365070
3143,,22415383
3144,New Line Cinema,837494
3145,Village Roadshow Pictures,19715
3146,Aardman Animations,284525
3147,Beacon Pictures,766887
3148,Beacon Pictures,766887
3149,Miramax,1765026
3150,Columbia Pictures,5313
3151,,3879783
3152,Vinyl Films,431562
3153,20th Century Studios,44366
3154,Castle Rock Entertainment,587507
3155,Columbia Pictures,2470904
3156,Working Title Films,160047
3157,Fox Animation Studios,742453
3158,DreamWorks Animation,932297
3159,ImageMovers,594815
3160,Metro-Goldwyn-Mayer,3105223
3161,Walt Disney Pictures,397574
3162,Myung Films,1751923
3163,"OLM, Inc.",1490639
3164,Columbia Pictures,707808
3165,Disneytoon Studios,155790
3166,,2069237
3167,Recorded Picture Company,300910
3168,,1425483
3169,Universal Studios Home Entertainment,3189585
3170,WOWOW,304692
3171,Blinding Edge Pictures,32252
3172,Universal Pictures,3616797
3173,Touchstone Pictures,2361396
3174,Icon Productions,106262
3175,HBO,1566225
3176,Canal+,256713
3177,,2098803
3178,,2783427
3179,,24998748
3180,Thousand Words,23830211
3181,,3202819
3182,,1998309
3183,,2872082
3184,,7135516
3185,StudioCanal,1506297
