,Production company,Wikipedia movie ID
5288,20th Century Studios,25913752
5289,,27810619
5290,Warner Bros.,23295795
5291,River Road Entertainment,16074507
5292,20th Century Studios,28648635
5293,BBC,26790467
5294,Amblin Entertainment,3326078
5295,DC Comics,14119255
5296,Columbia Pictures,28174450
5297,Hasbro,25001260
5298,Mediapro,27070440
5299,New Line Cinema,28386410
5300,Heyday Films,31941988
5301,Screen Gems,27694404
5302,Marvel Studios,26999426
5303,Marvel Studios,26999426
5304,Warner Bros.,28880684
5305,,32114086
5306,20th Century Studios,27279709
5307,20th Century Studios,27279709
5308,Walt Disney Pictures,25708664
5309,MRC,28370864
5310,El Deseo,29988111
5311,Lionsgate,26466092
5312,,30547958
5313,Bazelevs Company,29728734
5314,,25102073
5315,Warner Bros.,29007186
5316,MWM Studios,30273553
5317,,30083110
5318,Alcon Entertainment,28945420
5319,,29657080
5320,,26911870
5321,Bwark Productions,28789149
5322,Sigma Films,33666731
5323,,27485441
5324,Columbia Pictures,33058811
5325,Scott Rudin Productions,27891311
5326,,32913943
5327,,32111330
5328,,28211042
5329,,32714039
5330,,29380609
5331,StudioCanal,30088768
5332,Smokehouse Pictures,31024173
5333,StudioCanal,31330546
5334,,30423357
5335,ImageMovers,27702708
5336,Millennium Media,27203385
5337,Spyglass Media Group,24570673
5338,Strike Entertainment,26739428
5339,Pixar,16839388
5340,Summit Entertainment,28397585
5341,20th Century Studios,31073723
5342,Imagine Entertainment,26889567
5343,BBC Film,17260746
5344,Regency Enterprises,29446866
5345,Amblin Entertainment,11400848
5346,Mandate Pictures,28150124
5347,Lionsgate,27863892
5348,Gravitas Ventures,35106177
5349,Hydraulx,31918569
5350,Morgan Creek Entertainment,28224334
5351,This is that corporation,31514071
5352,Universal Pictures,23941382
5353,Mandate Pictures,31422455
5354,Paramount Vantage,30979351
5355,Searchlight Pictures,26857099
5356,Happy Madison Productions,26107567
5357,New Line Cinema,28722503
5358,Paramount Pictures,30695973
5359,DreamWorks Animation,28042876
5360,Brookwell McNamara Entertainment,26349729
5361,The Weinstein Company,29034540
5362,,26780634
5363,Kanbar Entertainment,15968935
5364,Screen Gems,23980112
5365,Gaumont Film Company,33590333
5366,Les Productions du Trésor,31508682
5367,,31111589
5368,Silver Pictures,25793288
5369,New Line Cinema,26554437
5370,Screen Gems,22824499
5371,Mandate Pictures,31700012
5372,Metro-Goldwyn-Mayer,28387289
5373,Color Force,30311716
5374,Regency Enterprises,27658890
5375,DreamWorks,27754718
5376,Universal Pictures,29139393
5377,Paramount Pictures,17298593
5378,DreamWorks,27756811
5379,The Walt Disney Company India,24841555
5380,Infinitum Nihil,12767159
5381,Infinitum Nihil,12580152
5382,Constantin Film,30885871
5383,,32781983
5384,Relativity Media,27656617
5385,,30740974
5386,The Weinstein Company,28173585
5387,Searchlight Pictures,27652539
5388,Paramount Pictures,30578340
5389,Lionsgate,22327149
5390,Lionsgate,22327149
5391,Killer Films,29084472
5392,Amblin Entertainment,30081969
5393,Pathé,30548208
5394,Crystal Sky Pictures,29007308
5395,Studio Ghibli,31769881
5396,Screen Gems,31093623
5397,National Institute of Cinema and Audiovisual Arts,32972617
5398,Red Granite Pictures,32298508
5399,Cattleya Studios,32592054
5400,Vinyl Films,29373289
5401,Six Entertainment Company,27429073
5402,,31527015
5403,20th Century Studios,27265721
5404,Indian Paintbrush,33096336
5405,Searchlight Pictures,32894499
5406,micro_scope,33219990
5407,Metro-Goldwyn-Mayer,12925911
5408,,33260058
5409,BBC Film,33388086
5410,The Weinstein Company,27995292
5411,HanWay Films,29730492
5412,Milkyway Image,33038356
5413,Film4 Productions,31893898
5414,,34415528
5415,BBC Film,31014465
5416,,33025020
5417,,31724000
5418,,31499768
5419,,33580132
5420,Working Title Films,28190354
5421,,33061601
5422,Canal+,31653535
5423,,32621102
5424,Mandalay Pictures,30742676
5425,Warp X,29303900
5426,Motlys,35630780
5427,Zentropa,24466540
5428,Annapurna Pictures,28880159
5429,,31820610
5430,Yellow Bird,35320691
5431,,35408086
5432,Sacher Film,31099422
5433,Warp X,31580657
5434,Columbia Pictures,28014683
5435,,30296552
5436,Searchlight Pictures,3326121
5437,Recorded Picture Company,28075240
5438,,27462826
5439,,27091137
5440,UK Film Council,31147066
5441,,30750975
5442,,32582773
5443,,27116963
5444,,31098672
5445,Glass Eye Pix,27326936
5446,Medusa Film,28984353
5447,Our Stories Films,29266711
5448,,32942612
5449,,29588452
5450,,3411908
5451,EuropaCorp,28763446
5452,,35235144
5453,,32898313
5454,,33403400
5455,Rogue,32984773
5456,,30093517
5457,Icon Productions,26505302
5458,,27327195
5459,,32646371
5460,The Weinstein Company,27123043
5461,,32427135
5462,,35660011
5463,Emotion Pictures,33140918
5464,The Asylum,30553565
5465,The Walt Disney Company,32490636
5466,Ánima Estudios,35342638
5467,,30271101
5468,,30547427
5469,Eagle Pictures,31452702
5470,,25660133
5471,,27856465
5472,Reliance Entertainment,31307575
5473,UK Film Council,33638304
5474,Flying Moon,33623750
5475,,33372085
5476,Aardman Animations,29471340
5477,Walt Disney Pictures,25734402
5478,IFC Films,27939556
5479,,27577419
5480,20th Century Studios,29294207
5481,Grupo Televisa,29176668
5482,Crest Animation Productions,31316979
5483,Sherwood Pictures,25079197
5484,,33499922
5485,,28696280
5486,,31499647
5487,Lexus,27995999
5488,Original Film,28903466
5489,,32435797
5490,LD Entertainment,34308933
5491,UK Film Council,30804670
5492,Walt Disney Pictures,29181369
5493,,24143556
5494,Dark Castle Entertainment,26717073
5495,,30574080
5496,,30261876
5497,,30296356
5498,,31835516
5499,Filmax,27909271
5500,Random House,28272795
5501,,25945167
5502,Proline Film,30624551
5503,,28352747
5504,Mandalay Pictures,29424022
5505,Rainmaker Entertainment,32573143
5506,,35520620
5507,Starz Distribution,28859296
5508,Lionsgate,28027063
5509,,33720652
5510,Imagine Entertainment,27693775
5511,Nikkatsu,31572779
5512,,24708749
5513,,34059175
5514,Wild Bunch,32897944
5515,,32837210
5516,Warner Bros.,25230514
5517,Disney Television Animation,26425120
5518,,35176390
5519,,24851820
5520,Warner Premiere,35119673
5521,Paramount Pictures,33446226
5522,Lakeshore Village Entertainment,30009835
5523,Lucasfilm,19032190
5524,Davis Entertainment,33498516
5525,Overbrook Entertainment,29165410
5526,Working Title Films,33183721
5527,Lakeshore Village Entertainment,32556787
5528,Hammer Film Productions,28250083
5529,Screen Gems,29462138
5530,Walt Disney Pictures,982480
5531,DreamWorks,31232513
5532,Legendary Pictures,30470648
5533,Relativity Media,33641119
5534,,11036762
5535,Aardman Animations,31052221
5536,Warner Bros.,5920611
5537,,34600874
5538,Marvel Studios,22114132
5539,Universal Pictures,34025292
5540,Alcon Entertainment,32504587
5541,DreamWorks Animation,21153376
5542,Walden Media,35131590
5543,Infinitum Nihil,25129766
5544,Relativity Media,29664578
5545,Amblin Entertainment,13049327
5546,Alcon Entertainment,34882877
5547,Four by Two Films,30553238
5548,Summit Entertainment,29561731
5549,Universal Pictures,36019569
5550,Universal Pictures,36019569
5551,Scott Free Productions,31775043
5552,,34339809
5553,American Empirical Pictures,31462588
5554,Big Beach,3970458
5555,New Line Cinema,31306385
5556,Columbia Pictures,33509716
5557,Pixar,16839300
5558,Relativity Media,31676805
5559,Columbia Pictures,25862453
5560,Cinereach,35581515
5561,Universal Pictures,31201599
5562,MFE - MediaForEurope,31754231
5563,DC Comics,29075630
5564,Summit Entertainment,31795894
5565,20th Century Studios,33279717
5566,Laika,31804949
5567,Relativity Media,29270563
5568,Apatow Productions,28922481
5569,Bazelevs Company,30928961
5570,,36229546
5571,,31734473
5572,Millennium Media,33276254
5573,Walt Disney Pictures,32683873
5574,Annapurna Pictures,30818824
5575,Voltage Pictures,32898123
5576,Canal+,32818732
5577,Illumination,28063569
5578,Columbia Pictures,28297691
5579,WBEZ,23394871
5580,,32002101
5581,DNA Films,28882162
5582,Mandate Pictures,32026934
5583,Original Film,31905391
5584,Constantin Film,31841233
5585,,35587809
5586,The Weinstein Company,31960682
5587,TriStar Pictures,27383563
5588,,33316658
5589,Plan B Entertainment,31066828
5590,,36132020
5591,Relativity Media,34086866
5592,,37277581
5593,Walt Disney Pictures,28891330
5594,Film4 Productions,33757147
5595,IM Global,35370504
5596,,34059469
5597,Sony Pictures Animation,31327794
5598,X-Filme Creative Pool,31232694
5599,Metro-Goldwyn-Mayer,34645036
5600,GK Films,33028800
5601,Walt Disney Animation Studios,32071439
5602,20th Century Studios,31724592
5603,UTV Motion Pictures,27817644
5604,UTV Motion Pictures,27817644
5605,Goalpost Pictures,35429216
5606,Stage 6 Films,33194261
5607,Metro-Goldwyn-Mayer,24355231
5608,Gary Sanchez Productions,32811775
5609,,334865
5610,,15316430
5611,StudioCanal,32832973
5612,Illuminati Films,33375298
5613,Columbia Pictures,34953010
5614,,34537226
5615,Khara,21232267
5616,Paramount Pictures,32511701
5617,Working Title Films,33029735
5618,Maverick Films,26581256
5619,DreamWorks Animation,23399828
5620,Film London,29719885
5621,,31777709
5622,20th Century Studios,30952655
5623,Apatow Productions,31930998
5624,,30332612
5625,Canal+,35874076
5626,Columbia Pictures,31638720
5627,,34350243
5628,StudioCanal,34289787
5629,,34244761
5630,Suresh Productions,33374981
5631,Disneytoon Studios,28195052
5632,The Weinstein Company,33502433
5633,,35743652
5634,BBC Film,34604303
5635,Summit Entertainment,30265620
5636,UK Film Council,36899099
5637,IM Global,31703754
5638,Iconoclast,34004505
5639,,35629358
5640,ImageMovers,33668481
5641,Tinopolis,35610105
5642,Telecinco Cinema,30127126
5643,,35566624
5644,Bloody Disgusting,34569548
5645,Dark Castle Entertainment,31106576
5646,Universal Pictures,31532443
5647,United Artists Corporation,32427485
5648,,33572843
5649,Zentropa,35615581
5650,,35571743
5651,,35589999
5652,,31783951
5653,Roadside Attractions,32115539
5654,Roadside Attractions,32115539
5655,Strike Entertainment,30840944
5656,Bellwether Pictures,33528868
5657,Pantelion Films,34382439
5658,,36565748
5659,,32727664
5660,Dark Castle Entertainment,22877469
5661,,35197372
5662,Voltage Pictures,33398373
5663,Paramount Pictures,34312285
5664,,35568639
5665,,34425225
5666,IM Global,33262964
5667,Madhouse,34409847
5668,,34971469
5669,,33474657
5670,,32031763
5671,,34044006
5672,,36196266
5673,Canal+,24563042
5674,Forward Films,29504916
5675,Sony Pictures Television,36317587
5676,StudioCanal,35729649
5677,Warner Bros.,31510744
5678,Skydance Media,31686358
5679,,34543751
5680,,35767941
5681,,32142896
5682,DreamWorks,33726624
5683,,31946342
5684,,34047812
5685,,34599243
5686,Focus Features,34154485
5687,,34466855
5688,Lakeshore Village Entertainment,27612579
5689,Tom Sawyer Entertainment,33918476
5690,DRTV,34443947
5691,,30175781
5692,Red Hour Productions,26836627
5693,,196923
5694,Tribeca Film Festival,34382130
5695,Silver Pictures,31009222
5696,,35732025
5697,,36500393
5698,Lifetime,34644182
5699,,30230467
5700,Mandarin et Compagnie - Mandarin Télévision,35337870
5701,20th Century Studios,32204472
5702,Warner Bros.,29561419
5703,,34565371
5704,Blue Sky Studios,29609480
5705,,33857489
5706,Walden Media,34137688
5707,,34707165
5708,Village Roadshow Pictures,32438858
5709,,35667591
5710,Relativity Media,36872257
5711,Relativity Media,36181024
5712,,34421028
5713,Rainmaker Entertainment,33757322
5714,New Line Cinema,31057369
5715,Walt Disney Pictures,32427039
5716,New Line Cinema,31972870
5717,Metro-Goldwyn-Mayer,32910742
5718,,34465253
5719,Pathé,34377191
5720,Legendary Pictures,36239136
5721,Marvel Studios,22144990
5722,Bad Robot Productions,33785882
5723,DreamWorks Animation,26508404
5724,Village Roadshow Pictures,30951080
5725,Twisted Pictures,32291194
5726,Millennium Films,36598025
5727,Sil-Metropole Organisation,32963963
5728,Blue Sky Studios,35996674
5729,Legendary Pictures,35300735
5730,Summit Entertainment,35699958
5731,Overbrook Entertainment,34429259
5732,20th Century Studios,36389682
5733,20th Century Studios,36625840
5734,Warner Bros.,31316475
5735,Pixar,23252763
5736,Plan B Entertainment,32314211
5737,Castle Rock Entertainment,36929245
5738,Walt Disney Pictures,32330027
5739,Scott Free Productions,32954280
5740,Illumination,30069822
5741,Centropolis Entertainment,37053250
5742,Legendary Pictures,32112949
5743,FilmDistrict,34996704
5744,DreamWorks Animation,34643655
5745,Original Film,32451592
5746,20th Century Studios,29273565
5747,Sony Pictures Animation,35627063
5748,Worldview Entertainment,32784153
5749,Sony Pictures,30340901
5750,Disneytoon Studios,33619581
5751,Dogfish Pictures,36113962
5752,Millennium Media,34513262
5753,One Race Films,34541698
5754,Millennium Films,34574444
5755,Norddeutscher Rundfunk,238644
5756,Grindstone Entertainment Group,33459100
5757,20th Century Studios,35818946
5758,Warner Bros.,30294906
5759,Marvel Studios,32267545
5760,Paramount Pictures,34604057
5761,Lionsgate,36012788
5762,1492 Pictures,36699915
5763,China Film Group Corporation,36307042
5764,Appian Way Productions,35518523
5765,Paramount Pictures,36196361
5766,BBC Film,36724342
5767,20th Century Studios,34228306
5768,Universal Pictures,29769606
5769,Recorded Picture Company,34888850
5770,StudioCanal,2357737
5771,Working Title Films,35460624
5772,Lionsgate,35637385
5773,,27710092
5774,Toei Animation,36437867
5775,,35816879
5776,,34183993
5777,Apatow Productions,35938622
5778,Killer Films,35326709
5779,,32100598
5780,,33687379
5781,Lionsgate,33442692
5782,The Weinstein Company,36332870
5783,,34447955
5784,BBC Film,35497278
5785,MRB Productions,34767469
5786,Prana Studios,26054656
5787,,35720024
5788,,35685303
5789,Art Pictures Studio,36462620
5790,Baby Cow Productions,35747922
5791,Dharma Productions,34222546
5792,,35976870
5793,Lakeshore Village Entertainment,34914699
5794,Legendary Pictures,35718038
5795,Blue Sky Studios,35140909
5796,Paramount Pictures,36534974
5797,,11055577
5798,Walt Disney Pictures,36127934
5799,,34682342
5800,Double R Productions,3081811
5801,Syncopy Inc.,6009939
5802,,31365800
5803,,34527794
5804,New Line Cinema,737803
5805,Laurence Mark Productions,33266137
5806,Focus Features,25329994
5807,RatPac-Dune Entertainment,2619910
5808,Paramount Pictures,19326138
5809,,18952889
5810,Red Chillies Entertainment,5778040
5811,,32825025
5812,,24165878
5813,Liberty Films,60164
5814,,6433318
5815,20th Century Studios,25813358
